address	length	data_type	value
1003ab4c	7	string	c >= 0
1003ab54	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003ab94	29	string	g->the_winsys->should_render
1003abb4	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003abf4	7	string	c >= 0
1003abfc	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003ac3c	29	string	g->the_winsys->should_render
1003ac5c	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003ac9c	29	string	g->the_winsys->should_render
1003acbc	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003acfc	29	string	g->the_winsys->should_render
1003ad1c	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003ad5c	8	string	success
1003ad64	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003ada4	29	string	g->the_winsys->should_render
1003adc4	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003ae04	29	string	g->the_winsys->should_render
1003ae24	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003ae64	29	string	g->the_winsys->should_render
1003ae84	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003aec4	15	string	w <= max_width
1003aed4	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003af14	15	string	h <= max_width
1003af24	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003af64	29	string	g->the_winsys->should_render
1003af84	11	string	3Dfx Glide
1003af90	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003afd8	7	string	VOODOO
1003afe0	6	string	SST96
1003aff0	8	string	Unknown
1003aff8	22	string	glide process_exit()\n
1003b010	20	string	Board type is "%s"\n
1003b024	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b06c	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b0b0	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b0f0	8	string	success
1003b0f8	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b138	37	string	low_address == records_head->address
1003b160	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b1a0	11	string	sr != NULL
1003b1ac	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b1ec	11	string	sr != NULL
1003b1f8	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b238	7	string	record
1003b240	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b280	7	string	record
1003b288	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b2cc	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b30c	8	string	success
1003b314	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b354	30	string	record->tileno == BLOCK_EMPTY
1003b374	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b3b4	11	string	or != NULL
1003b3c0	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b400	37	string	or->last_tmu == my_tmu->my_tmu_index
1003b428	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b468	33	string	or->current_arena == my_miplevel
1003b48c	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b4cc	21	string	sr->tileno == tileno
1003b4e4	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b524	26	string	num_allocated_blocks >= 0
1003b540	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b580	18	string	arena_size_7 >= 0
1003b594	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b5d4	25	string	beginning >= min_address
1003b5f0	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b630	19	string	end <= max_address
1003b644	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b684	29	string	min_miplevel == max_miplevel
1003b6a4	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b6e4	29	string	max_miplevel >= min_miplevel
1003b704	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b748	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b788	49	string	arena->num_allocated_blocks <= arena->num_blocks
1003b7bc	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b7fc	24	string	sr->tileno == t->tileno
1003b814	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003b854	16	string	t->data != NULL
1003b864	7	string	%d: %d
1003bd88	9	string	x <= 640
1003bd94	7	string	x >= 0
1003bd9c	63	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\win32_glide.cpp
1003bde8	9	string	y <= 480
1003bdf4	7	string	y >= 0
1003be00	28	string	miplevel <= t->max_miplevel
1003be24	28	string	miplevel >= t->min_miplevel
1003be48	31	string	..\\..\\client\\cache_internals.h
1003be70	23	string	land_stride < TCT_SIZE
1003be8c	32	string	current_bucket->items_held >= 0
1003beb4	22	string	..\\..\\shared\\fridge.h
1003bed0	26	string	bucket->my_fridge == this
1003bef0	58	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\winsys.cpp
1003bf30	58	string	D:\\ntank_cur_(with_super_server)\\client\\winsys\\winsys.cpp
1003bf6c	21	string	((char *)ptr) == end
1003bfa0	53	string	D:\\ntank_cur_(with_super_server)\\shared\\geometry.cpp
1003bfdc	23	string	[%%.%df,%%.%df,%%.%df]
1003bff4	8	string	plane:\s
1003bffc	7	string	ERROR\s
1003c024	19	string	magnitude: % 7.2f\n
1003c038	23	string	[%%.%df,%%.%df,%%.%df]
