epoch_s,x,y,z,vx,vy,vz,yaw
1781573381.633931,5498.685059,5254.843750,85.728577,18.164755,4.960371,10.172179,6.243129
1781573381.734158,5500.542480,5255.282715,86.748215,18.589792,3.770555,10.019530,6.242174
1781573381.834183,5502.419434,5255.607422,87.742661,18.947859,2.755266,9.868057,6.241352
1781573381.934044,5504.333496,5255.839355,88.719337,19.337561,1.939206,9.610370,6.240644
1781573382.033775,5506.284668,5255.998535,89.658211,19.708445,1.262018,9.172248,6.240167
1781573382.133994,5508.281738,5256.100586,90.544373,20.211945,0.799280,8.490274,6.240042
1781573382.233976,5510.326172,5256.161133,91.355804,20.672670,0.417065,7.761646,6.240314
1781573382.334042,5512.407715,5256.189453,92.047966,21.389380,0.190420,5.687653,6.241134
1781573382.434022,5514.604004,5256.197266,92.482887,22.266312,-0.042264,3.141943,6.243433
1781573382.533883,5516.889648,5256.180176,92.607971,23.871761,-0.339462,-0.908524,6.246913
1781573382.634198,5519.363281,5256.133301,92.222832,24.281685,-0.518088,-6.910407,6.250651
1781573382.734248,5521.597168,5256.084961,91.256989,20.926113,-0.446492,-12.062866,6.254250
1781573382.833950,5523.558594,5256.035645,89.914047,17.980274,-0.383638,-14.117851,6.258157
1781573382.934026,5525.213379,5256.003418,88.488823,15.495625,-0.330624,-14.515532,6.262322
1781573383.034122,5526.665527,5255.976562,87.034821,13.313835,-0.284072,-14.148059,6.266950
1781573383.134213,5527.901367,5255.950684,85.682884,11.456556,-0.244444,-12.650604,6.271980
1781573383.233976,5528.964355,5255.927734,84.539284,9.858523,-0.210347,-10.163289,6.277326
1781573383.334167,5529.871582,5255.904785,83.653755,8.496195,-0.181280,-7.756946,6.282712
1781573383.434018,5530.667480,5255.881348,82.980331,7.300157,-0.155761,-5.686590,0.005131
1781573383.533783,5531.345215,5255.858398,82.489838,6.281929,-0.134035,-4.215883,0.010783
1781573383.634139,5531.928223,5255.843750,82.119247,5.405721,-0.115340,-3.275146,0.016452
1781573383.734266,5532.424805,5255.843262,81.824196,4.658707,-0.099401,-2.738745,0.021997
1781573383.833964,5532.861328,5255.838379,81.564285,4.002749,-0.085405,-2.435267,0.027517
1781573383.934210,5533.231934,5255.836914,81.331062,3.444374,-0.073491,-2.237768,0.032795
1781573384.033936,5533.548828,5255.836914,81.118408,2.968397,-0.063335,-2.053630,0.037802
1781573384.134112,5533.828125,5255.836914,80.921982,2.550538,-0.054420,-1.825944,0.042664
1781573384.233836,5534.062012,5255.836914,80.754547,2.198089,-0.046900,-1.550589,0.047167
1781573384.334185,5534.265625,5255.836914,80.615417,1.891507,-0.040358,-1.229828,0.051433
1781573384.433873,5534.441895,5255.836914,80.507416,1.627686,-0.034729,-0.942559,0.055391
1781573384.533948,5534.593750,5255.836914,80.422600,1.398562,-0.029841,-0.748476,0.059055
1781573384.634182,5534.722168,5255.836914,80.355293,1.205281,-0.025717,-0.617710,0.062307
1781573384.733872,5534.834473,5255.836914,80.298119,1.037156,-0.022129,-0.534903,0.065252
1781573384.834188,5534.932129,5255.836914,80.247665,0.892495,-0.019043,-0.479089,0.067865
1781573384.934003,5535.015137,5255.836914,80.201973,0.767999,-0.016386,-0.429152,0.070163
1781573385.034169,5535.087402,5255.836914,80.161751,0.659830,-0.014079,-0.368461,0.066000
1781573385.133850,5535.147461,5255.836914,80.127220,0.567775,-0.012114,-0.322704,0.049644
1781573385.234137,5535.195801,5255.836914,80.097878,0.489317,-0.010440,-0.270204,0.029830
1781573385.333896,5535.245117,5255.836914,80.073448,0.420435,-0.008971,-0.215325,0.007351
1781573385.433976,5535.288086,5255.836914,80.053497,0.362321,-0.007731,-0.191839,6.271183
1781573385.533964,5535.317383,5255.836914,80.035042,0.311293,-0.006642,-0.172381,6.255498
1781573385.634055,5535.343262,5255.836914,80.019119,0.268269,-0.005724,-0.149454,6.242902
1781573385.734207,5535.368164,5255.836914,80.005051,0.230502,-0.004918,-0.129067,6.228917
1781573385.834263,5535.391602,5255.836914,79.993294,0.198647,-0.004238,-0.110291,6.199597
1781573385.934031,5535.572754,5255.821777,79.936241,3.991635,-0.384959,-1.147740,6.163523
1781573386.034124,5536.166992,5255.759766,79.773705,7.921981,-0.868270,-2.132672,6.144970
1781573386.134159,5537.167969,5255.645020,79.493042,11.419002,-1.338369,-3.409207,6.142556
1781573386.233937,5538.418457,5255.350098,79.067589,13.785880,-4.708614,-5.242547,6.166063
1781573386.333999,5539.873535,5254.740723,78.454750,15.904530,-7.641804,-7.246150,6.197377
1781573386.434139,5541.582520,5253.838867,77.636505,17.903061,-10.150505,-8.855166,6.223926
1781573386.534185,5543.484375,5252.705566,76.683586,19.713411,-12.224543,-9.943143,6.245680
1781573386.634019,5545.519531,5251.406250,75.661507,21.419895,-14.058952,-10.685360,6.263184
1781573386.734152,5547.677734,5249.901367,74.570457,20.220228,-15.587344,-10.688893,6.277840
1781573386.834327,5549.566895,5248.282715,73.491737,17.646307,-16.754902,-10.969934,0.006551
1781573386.934033,5551.229004,5246.546387,72.363449,15.685898,-17.977081,-11.683805,0.016325
1781573387.033832,5552.700195,5244.711426,71.157623,14.086757,-19.066309,-12.684131,0.024297
1781573387.134076,5554.038574,5242.756348,69.844925,12.714602,-20.015957,-13.507798,0.032326
1781573387.234111,5555.265625,5240.691895,68.451958,11.718601,-20.839106,-14.133010,0.052035
1781573387.334188,5556.395020,5238.592773,67.009796,11.137697,-21.539146,-15.018869,0.080858
1781573387.433866,5557.473633,5236.405762,65.468643,9.711589,-22.288952,-15.390942,0.107316
1781573387.533999,5558.268066,5234.126953,63.966736,6.393734,-23.314316,-14.719559,0.142339
1781573387.634023,5558.791504,5231.742188,62.500019,4.230676,-24.358841,-14.694942,0.186718
1781573387.734094,5559.124023,5229.256348,61.023666,2.457369,-25.339991,-14.798122,0.240592
1781573387.834083,5559.290527,5226.676270,59.557289,0.906742,-26.274704,-14.394791,0.306166
1781573387.933964,5559.310547,5223.976562,58.159035,-0.464140,-27.175461,-13.214493,0.382173
1781573388.034213,5559.202637,5221.215820,56.905315,-1.650549,-28.015909,-11.869559,0.461109
1781573388.133904,5558.988281,5218.403809,55.789494,-2.675439,-28.782639,-10.729903,0.540638
1781573388.234098,5558.680176,5215.519043,54.776463,-3.439537,-29.512686,-9.664073,0.620120
1781573388.333821,5558.326172,5212.496094,53.873634,-3.493564,-30.350506,-8.210839,0.697493
1781573388.433996,5557.993164,5209.388184,53.102188,-3.194167,-31.139965,-7.104640,0.771073
1781573388.534078,5557.692871,5206.238770,52.441689,-2.631685,-31.869099,-6.249981,0.839705
1781573388.633820,5557.475098,5203.014160,51.819210,-1.760299,-32.583580,-6.097549,0.898458
1781573388.733883,5557.352051,5199.711914,51.214539,-0.658640,-33.465214,-6.299365,0.950181
1781573388.834190,5557.346680,5196.359375,50.535107,0.558423,-34.282967,-7.477880,1.003974
1781573388.934259,5557.469727,5192.893066,49.717739,1.910326,-35.036674,-8.921978,1.060478
1781573389.034343,5557.626465,5189.403809,48.765827,0.711992,-33.651867,-9.840482,1.121718
1781573389.134185,5557.624023,5186.116699,47.740303,-0.754911,-32.084053,-10.538055,1.186257
1781573389.233954,5557.405273,5183.034180,46.717812,-3.607743,-29.653254,-9.939872,1.258939
1781573389.333821,5556.926270,5180.222656,45.774410,-6.106915,-27.828865,-9.266485,1.340596
1781573389.434080,5556.189453,5177.456543,44.885418,-8.260606,-26.495205,-8.030651,1.416634
1781573389.533825,5555.283691,5174.880371,44.177284,-9.993480,-25.594931,-6.253592,1.454516
1781573389.634033,5554.205078,5172.356934,43.630531,-11.595065,-24.879457,-4.789876,1.464415
1781573389.733765,5552.968750,5169.898926,43.198956,-13.092127,-24.275122,-3.920173,1.451791
1781573389.833995,5551.590820,5167.497070,42.835136,-14.445093,-23.768976,-3.394301,1.421141
1781573389.934175,5550.098145,5165.166504,42.518150,-15.702075,-23.296101,-3.020650,1.367839
1781573390.034156,5548.449219,5162.840820,42.231167,-16.970074,-22.741724,-2.658803,1.282597
1781573390.134218,5546.669922,5160.579102,41.983273,-18.258512,-22.016768,-2.233666,1.172099
1781573390.234101,5544.838379,5158.485840,41.791420,-19.510916,-21.081200,-1.683676,1.046566
1781573390.334219,5542.739746,5156.359375,41.668499,-20.828123,-19.740215,-0.535812,0.893108
1781573390.434104,5540.641113,5154.502441,41.691357,-21.978092,-18.092861,1.005011,0.734041
1781573390.533798,5538.370117,5152.778320,41.860386,-22.978863,-15.969127,2.234361,0.558768
1781573390.633965,5536.034668,5151.305176,42.123966,-23.684132,-13.437819,3.027752,0.378183
1781573390.734043,5533.647461,5150.104004,42.471954,-24.012873,-10.524378,3.983028,0.195406
1781573390.834124,5531.273438,5149.217773,42.919342,-23.895529,-7.336329,5.044029,0.013281
1781573390.933858,5528.909668,5148.655273,43.471497,-23.307772,-3.930443,5.964121,6.111599
1781573391.034204,5526.625977,5148.432129,44.101753,-22.443081,-0.841071,6.389762,5.922152
1781573391.133928,5524.379883,5148.403809,44.690346,-22.398117,0.370116,5.507631,5.727876
1781573391.233950,5522.104492,5148.491699,45.205692,-23.157185,0.990854,4.375382,5.529910
1781573391.334029,5519.787109,5148.578125,45.575371,-23.527319,0.289076,3.236039,5.348834
1781573391.434112,5517.430176,5148.528809,45.882614,-22.756548,-1.133093,2.941376,5.189997
1781573391.534017,5515.268066,5148.380859,46.171513,-22.317514,-1.901491,3.094714,5.068898
1781573391.633909,5513.042480,5147.922852,46.464264,-20.597740,-6.891550,2.454943,4.959666
1781573391.734107,5511.094238,5147.058594,46.643211,-19.672644,-10.786425,1.091043,4.873561
1781573391.833795,5509.132324,5145.798828,46.657967,-19.268538,-14.082211,-0.842398,4.802512
1781573391.933971,5507.266602,5144.305176,46.474258,-19.230885,-16.628675,-3.018785,4.749840
1781573392.033828,5505.356445,5142.551758,46.043606,-19.373533,-18.732576,-5.707714,4.733949
1781573392.133918,5503.293945,5140.462402,45.301651,-19.510731,-20.687099,-8.114924,4.763763
1781573392.234054,5501.438965,5138.418945,44.466667,-19.473860,-22.345585,-9.328714,4.821951
1781573392.333732,5499.465332,5136.049316,43.479225,-19.176270,-24.115080,-9.958587,4.898337
1781573392.433883,5497.554199,5133.526855,42.451340,-18.670349,-25.813377,-10.407330,4.945085
1781573392.533755,5495.713867,5130.868164,41.383511,-18.141310,-27.326847,-10.970900,4.951216
1781573392.633850,5493.884766,5128.012695,40.230450,-17.742315,-28.609436,-11.644859,4.929914
1781573392.733979,5492.123047,5125.099121,39.034470,-17.504105,-29.622358,-12.259801,4.912130
1781573392.833869,5490.378906,5122.095215,37.781445,-17.378531,-30.436411,-12.788276,4.897630
1781573392.934145,5488.697266,5119.118652,36.520721,-17.366758,-30.782717,-13.086918,4.886158
1781573393.034267,5486.921875,5115.982910,35.214241,-17.460619,-30.655739,-12.360871,4.876152
1781573393.134247,5485.133301,5112.871094,34.054848,-17.618130,-30.386747,-10.102717,4.867537
1781573393.234265,5483.434570,5109.965332,33.242458,-17.780550,-30.156626,-6.757245,4.860410
1781573393.334266,5481.594238,5106.870605,32.728615,-17.962307,-29.943392,-3.334502,4.853645
1781573393.433878,5479.925781,5103.981934,32.522949,-15.870828,-29.572620,-1.190453,4.848073
1781573393.534182,5478.464844,5101.016113,32.424065,-13.127613,-29.176947,-1.093528,4.843091
1781573393.634016,5477.249023,5098.057617,32.259125,-10.767656,-28.846678,-2.259133,4.838878
1781573393.733945,5476.300293,5095.272461,31.974195,-8.848267,-28.587082,-3.581713,4.835479
1781573393.833902,5475.487793,5092.367676,31.554195,-7.121577,-28.363970,-4.558218,4.832407
1781573393.934003,5474.849121,5089.541016,31.074619,-5.676570,-28.188549,-4.942736,4.829827
1781573394.034209,5474.341309,5086.700684,30.576263,-4.429580,-28.049040,-4.869553,4.827611
1781573394.133826,5473.955566,5083.929199,30.106468,-3.384325,-27.943735,-4.611967,4.825781
1781573394.233907,5473.666016,5081.166992,29.662382,-2.488778,-27.864704,-4.371340,4.824248
1781573394.333994,5473.457520,5078.411621,29.237455,-1.720830,-27.807556,-4.235473,4.822969
1781573394.433912,5473.318848,5075.604492,28.812370,-1.052061,-27.749805,-4.132281,4.821885
1781573394.533930,5473.240723,5072.805664,28.446804,-0.689136,-27.710461,-2.729677,4.820952
1781573394.634017,5473.039551,5070.081543,28.328192,-3.348369,-27.898962,0.416131,4.820093
1781573394.734024,5472.578613,5067.254395,28.521942,-5.709911,-28.079506,3.365986,4.819280
1781573394.833917,5471.888672,5064.382324,29.001659,-7.758730,-28.252586,5.912957,4.818569
1781573394.933930,5471.043457,5061.605469,29.661713,-9.457788,-28.407854,7.350185,4.812675
1781573395.034244,5470.020020,5058.760742,30.423315,-11.008121,-28.502705,7.764215,4.784703
1781573395.134351,5468.821289,5055.852539,31.215242,-12.486429,-28.507168,7.719724,4.756172
1781573395.234312,5467.588379,5053.091309,31.956512,-12.115333,-28.413054,7.563893,4.732987
1781573395.333896,5466.437500,5050.171387,32.726772,-10.320125,-28.287193,7.397048,4.704988
1781573395.433945,5465.496094,5047.404297,33.447430,-8.952449,-28.186771,7.322629,4.674698
1781573395.534072,5464.649414,5044.562012,34.185024,-7.864933,-28.097328,7.284206,4.642136
1781573395.633883,5463.926270,5041.840332,34.889431,-7.085776,-28.017834,7.236332,4.611606
1781573395.734080,5463.222168,5038.931641,35.637829,-6.508759,-27.957775,7.126371,4.580013
1781573395.834139,5462.591309,5036.137695,36.332157,-5.721235,-28.003679,6.623216,4.554424
1781573395.934201,5462.200684,5033.424805,36.894829,-2.507879,-28.507072,4.961620,4.534277
1781573396.033809,5462.093750,5030.467285,37.340843,0.339853,-28.920469,4.095484,4.516583
1781573396.134037,5462.233887,5027.681641,37.770508,2.466437,-28.931911,5.140778,4.503630
1781573396.234172,5462.419922,5024.801270,38.424271,1.118151,-28.046394,8.049172,4.496186
1781573396.334055,5462.455566,5022.054199,39.387093,-0.415665,-26.860426,11.049416,4.494524
1781573396.433790,5462.338379,5019.430664,40.607605,-1.947820,-25.555588,13.381605,4.497126
1781573396.533951,5462.072266,5016.939941,42.056053,-3.353826,-24.298655,15.438107,4.500991
1781573396.634116,5461.656738,5014.472656,43.725651,-4.590309,-23.169867,16.483099,4.505608
1781573396.734174,5461.163086,5012.270508,45.333477,-5.568231,-22.257271,16.528671,4.505662
1781573396.834014,5460.562012,5010.086426,46.956085,-6.441359,-21.441576,15.833159,4.501756
1781573396.933857,5459.871582,5007.958008,48.509266,-7.204001,-20.728083,14.938135,4.499315
1781573397.033785,5459.118164,5005.916992,49.963459,-7.853562,-20.114227,14.160405,4.497104
1781573397.133892,5458.287109,5003.893555,51.370228,-8.430778,-19.570017,13.424819,4.489410
1781573397.234135,5457.436523,5001.998047,52.649509,-8.931339,-19.115852,12.669913,4.476835
1781573397.334200,5456.529297,5000.125977,53.862877,-9.404922,-18.717024,11.835955,4.458587
1781573397.433845,5455.556641,4998.253906,55.017109,-9.876332,-18.364826,11.053691,4.433825
1781573397.533933,5454.556152,4996.450684,56.082336,-10.341933,-18.065937,10.494213,4.405124
1781573397.633884,5453.476562,4994.622070,57.128330,-10.832572,-17.798679,10.023281,4.373418
1781573397.734011,5452.413086,4992.924805,58.069420,-11.304502,-17.578190,9.571691,4.342609
1781573397.833931,5451.233887,4991.142090,59.018955,-11.815141,-17.370605,9.042564,4.309393
1781573397.934120,5449.990234,4989.361816,59.922943,-12.320506,-17.235376,8.512068,4.276389
1781573398.033958,5448.761719,4987.671875,60.730015,-12.749633,-17.284285,7.930444,4.245609
1781573398.134153,5447.479492,4985.955078,61.483719,-13.153131,-17.418676,7.285394,4.214883
1781573398.233826,5446.209473,4984.214355,62.181442,-12.013653,-17.840763,6.898247,4.184104
1781573398.334080,5445.069824,4982.366699,62.854473,-10.456754,-18.353254,6.251646,4.151163
1781573398.434169,5443.957520,4980.491211,63.421318,-11.351580,-18.431313,5.042202,4.120398
1781573398.533782,5442.817383,4978.699707,63.889027,-12.144615,-18.473528,4.702170,4.096320
1781573398.633920,5441.590820,4976.889160,64.352081,-12.890262,-18.491465,4.786283,4.072640
1781573398.734048,5440.225098,4974.986816,64.854759,-13.637978,-18.419647,4.977770,4.047910
1781573398.834097,5438.824707,4973.169922,65.383080,-14.377842,-17.893667,5.942824,4.025212
1781573398.934166,5437.352051,4971.414551,66.074326,-15.032043,-17.065069,7.840268,4.003542
1781573399.033993,5435.791016,4969.739258,66.985207,-15.568089,-15.822443,9.970035,3.981507
1781573399.133976,5434.257324,4968.255371,68.017548,-16.062063,-14.790518,11.145215,3.960220
1781573399.234152,5432.593262,4966.796387,69.179619,-16.565689,-13.839994,11.538339,3.937495
1781573399.333941,5430.979492,4965.505859,70.287323,-17.024462,-13.053469,11.490199,3.917408
1781573399.434221,5429.218262,4964.212402,71.445602,-17.489660,-12.317645,11.183373,3.899345
1781573399.534164,5427.411621,4962.988770,72.561653,-17.939430,-11.693765,10.658277,3.883317
1781573399.633880,5425.666504,4961.886230,73.542648,-18.416033,-11.304294,9.644610,3.863239
1781573399.734098,5423.780762,4960.756836,74.437981,-18.945929,-11.129982,8.038163,3.836430
1781573399.834058,5421.839844,4959.632324,75.151596,-19.480810,-11.128203,6.017741,3.806452
1781573399.933784,5419.826172,4958.490234,75.638245,-19.974167,-11.265523,3.536043,3.776769
1781573400.033883,5417.867676,4957.392578,75.889160,-20.409922,-11.365181,1.783378,3.749506
1781573400.133978,5415.846680,4956.274902,76.014893,-20.819088,-11.440714,0.926343,3.726873
1781573400.234161,5413.639648,4955.070312,76.099777,-21.222185,-11.501366,0.785347,3.708926
1781573400.333822,5411.521484,4953.929199,76.184906,-21.569454,-11.545731,0.960474,3.697075
1781573400.433911,5409.391602,4952.796387,76.290199,-21.883434,-11.582318,1.178297,3.689364
1781573400.534021,5407.210449,4951.648438,76.413872,-22.172459,-11.615543,1.303762,3.684865
1781573400.634075,5404.979980,4950.484375,76.546745,-22.437618,-11.647901,1.337912,3.682960
1781573400.734192,5402.724121,4949.319824,76.678337,-22.677755,-11.680712,1.281229,3.683066
1781573400.833806,5400.376953,4948.113281,76.805191,-22.900688,-11.715912,1.182389,3.684706
1781573400.934015,5398.169434,4946.988281,76.914429,-23.087622,-11.750303,1.093895,3.687208
1781573401.034228,5395.782715,4945.772949,77.022041,-23.213720,-11.908319,0.963562,3.690565
1781573401.133958,5393.390625,4944.529785,77.082565,-23.245398,-12.235026,0.098686,3.694715
1781573401.233820,5391.154297,4943.344238,77.048721,-23.379246,-12.424145,-0.899119,3.699890
1781573401.333905,5388.853027,4942.120117,76.883957,-23.569721,-12.564527,-2.514555,3.706730
1781573401.433989,5386.366211,4940.791016,76.518890,-23.809959,-12.761303,-4.540616,3.716124
1781573401.533939,5383.996582,4939.518066,75.971001,-24.056786,-12.965103,-6.452543,3.726217
1781573401.634081,5381.530762,4938.184082,75.238602,-24.317888,-13.189873,-7.802452,3.737579
1781573401.734155,5379.185547,4936.907227,74.448456,-24.543591,-13.413446,-8.603365,3.748991
1781573401.834205,5376.696289,4935.540039,73.550041,-24.734467,-13.661244,-9.151147,3.761491
1781573401.933944,5374.189941,4934.147461,72.606331,-24.875109,-13.922170,-9.504460,3.774192
1781573402.033932,5371.772949,4932.783691,71.675110,-24.953564,-14.191337,-9.669559,3.786307
1781573402.133982,5369.225586,4931.321289,70.686852,-24.975658,-14.494899,-9.684059,3.798722
1781573402.234122,5366.653320,4929.812012,69.692581,-24.965067,-14.803044,-9.618558,3.810773
1781573402.334157,5364.281738,4928.392090,68.782013,-24.929884,-15.086094,-9.552060,3.821390
1781573402.434156,5361.816406,4926.884766,67.839462,-24.869799,-15.378175,-9.492203,3.831908
1781573402.533828,5359.211426,4925.252930,66.846245,-24.763559,-15.695769,-9.421307,3.842433
1781573402.633908,5356.839355,4923.732910,65.945740,-24.648003,-15.980198,-9.337859,3.851481
1781573402.733995,5354.258301,4922.039062,64.970329,-24.511436,-16.278477,-9.241600,3.860757
1781573402.834153,5351.886719,4920.447266,64.078125,-24.377869,-16.541334,-9.154538,3.868775
1781573402.934252,5349.504395,4918.813477,63.185223,-24.237448,-16.793962,-9.069098,3.876365
1781573403.034206,5346.992188,4917.053223,62.246555,-24.084093,-17.047485,-8.981743,3.883898
1781573403.134124,5344.615723,4915.354004,61.361759,-23.937485,-17.272802,-8.890423,3.887151
1781573403.234297,5342.203613,4913.599609,60.469376,-23.818134,-17.458227,-8.778103,3.875850
1781573403.334273,5339.872559,4911.882812,59.614674,-23.763922,-17.564455,-8.665592,3.856947
1781573403.434127,5337.539551,4910.160156,58.767506,-23.852566,-17.579119,-8.647526,3.833321
1781573403.534326,5335.020020,4908.318359,57.849163,-24.164673,-17.485077,-8.941384,3.805826
1781573403.633922,5332.654785,4906.630371,56.948238,-24.653383,-17.330681,-9.716192,3.783062
1781573403.734142,5330.049316,4904.836426,55.870026,-25.446190,-17.174976,-11.104805,3.761189
1781573403.833888,5327.534180,4903.174316,54.705559,-26.439852,-17.096037,-12.985094,3.744970
1781573403.934079,5324.868652,4901.482910,53.328495,-27.429224,-17.061363,-14.735560,3.733130
1781573404.034135,5322.079102,4899.778320,51.787575,-28.351395,-17.067837,-16.086281,3.725052
1781573404.134231,5319.258301,4898.100098,50.132530,-29.212992,-17.191124,-17.716537,3.719703
1781573404.233903,5316.327148,4896.391113,48.299450,-30.001854,-17.357710,-19.305500,3.715791
1781573404.333964,5313.260254,4894.627930,46.273506,-30.716349,-17.539181,-20.740610,3.712646
1781573404.434088,5310.000000,4892.778320,44.041161,-31.348730,-17.685036,-21.694868,3.709943
1781573404.533842,5306.838867,4891.003418,41.842392,-31.861589,-17.791609,-22.236395,3.707826
1781573404.634025,5303.824219,4889.327148,39.736156,-32.275414,-17.868879,-22.552832,3.706195
1781573404.734145,5300.447266,4887.464844,37.378506,-32.667149,-17.933905,-22.769438,3.704741
1781573404.834208,5297.229980,4885.705078,35.140240,-32.981659,-17.979700,-22.901018,3.703663
1781573404.934009,5293.892578,4883.887695,32.822102,-32.962219,-17.967306,-22.998058,3.702810
1781573405.034076,5290.657227,4882.114746,30.541542,-32.326679,-17.830868,-23.072126,3.702171
1781573405.134174,5287.342285,4880.271484,28.137920,-31.438364,-17.619154,-23.152744,3.701641
1781573405.233860,5284.358887,4878.588867,25.911203,-30.731955,-17.448286,-23.239248,3.701251
1781573405.333991,5281.258301,4876.816895,23.538773,-30.084175,-17.289473,-23.174427,3.700934
1781573405.433984,5278.249023,4875.078125,21.263704,-29.532185,-17.152750,-21.539764,3.700995
1781573405.533744,5277.043457,4875.226074,20.341118,-3.766008,10.597872,-5.812044,3.706245
1781573405.633848,5276.527344,4876.104004,19.471678,-6.493805,7.045073,-10.438525,3.713036
1781573405.733963,5275.856934,4876.822266,18.724661,-7.172849,7.583944,-5.568392,3.718956
1781573405.834121,5275.325684,4877.536621,18.230692,-5.245731,7.896534,-6.233492,3.724570
1781573405.933811,5274.869141,4878.233887,17.718611,-5.485927,6.858195,-4.865367,3.731045
1781573406.033980,5274.387695,4878.848633,17.337532,-4.378203,6.513667,-3.739182,3.736873
1781573406.134131,5273.928711,4879.418457,17.037416,-4.970963,6.581609,-3.137608,3.744090
1781573406.233976,5273.382812,4880.000000,16.816662,-7.074051,7.360177,-1.750186,3.751329
1781573406.333997,5272.766113,4880.744141,16.616104,-8.350639,7.650214,-1.870577,3.759977
1781573406.434076,5272.020020,4881.523438,16.487123,-6.500282,10.025464,-1.744959,3.767233
1781573406.533848,5271.103516,4882.491699,16.358854,-10.992525,8.634035,-0.809248,3.744755
1781573406.634132,5270.289062,4883.272949,16.389874,-2.552070,14.329052,-1.699359,3.704860
1781573406.733924,5269.785645,4884.625977,16.256672,-7.373062,12.839363,-0.824272,3.635183
1781573406.833832,5268.816895,4885.884766,16.223656,-11.491121,11.965210,0.050798,3.540270
1781573406.933980,5267.452148,4887.098633,16.232058,-14.863399,11.754387,-0.059261,3.425536
1781573407.034000,5265.919434,4888.228516,16.190933,-17.299314,12.104646,-0.910863,3.321964
1781573407.134000,5264.016602,4889.530273,16.028019,-19.162989,13.015388,-2.115628,3.227974
1781573407.233937,5262.249512,4890.896973,15.872361,-18.443909,16.033051,-1.378429,3.157300
1781573407.334127,5260.345215,4892.548828,15.679717,-19.584505,17.027313,-2.425216,3.094883
1781573407.434207,5259.987305,4894.042480,15.057914,2.566078,14.415496,-6.266726,3.049514
1781573407.533941,5260.044922,4895.559570,14.679041,-1.299625,15.927516,-1.429192,3.015143
1781573407.633816,5259.719238,4897.165527,14.737956,-5.151469,14.881189,2.342173,2.996461
1781573407.733866,5259.054199,4898.526855,15.062050,-8.480061,13.228446,3.996412,3.009324
1781573407.833943,5258.007812,4899.819824,15.472998,-11.557299,11.652432,3.491806,3.050712
1781573407.934015,5256.791992,4900.859375,15.695771,-13.992392,10.251896,0.988607,3.091093
1781573408.034249,5255.262695,4901.821777,15.640657,-16.240953,8.818751,-2.027735,3.126406
1781573408.134117,5253.463379,4902.668457,15.272581,-18.269457,7.506216,-5.025851,3.155987
1781573408.234164,5251.628418,4903.335938,14.681446,-19.911180,6.420249,-7.174593,3.178310
1781573408.333897,5249.538574,4903.935059,13.899390,-21.038933,5.338066,-7.703896,3.197722
1781573408.434169,5247.363770,4904.423340,13.166064,-21.990877,4.353522,-6.827085,3.213353
1781573408.533876,5245.217773,4904.798340,12.590960,-22.695412,3.481688,-4.824329,3.225526
1781573408.634003,5242.868652,4905.109375,12.248969,-23.336054,2.639333,-1.988151,3.236139
1781573408.734165,5240.436523,4905.341309,12.144755,-23.889160,1.872337,-0.271811,3.244884
1781573408.834160,5238.145996,4905.487793,12.146068,-24.330080,1.234570,0.134548,3.251523
1781573408.934108,5235.667480,4905.581055,12.144316,-24.737282,0.625112,-0.270843,3.257337
1781573409.034271,5233.100098,4905.615723,12.077660,-25.097263,0.070525,-1.031160,3.262184
1781573409.134167,5230.549316,4905.598633,11.941960,-25.403910,-0.416050,-1.604042,3.268340
1781573409.233817,5227.995605,4905.534668,11.766933,-25.666801,-0.862965,-1.843666,3.279835
1781573409.334002,5225.495605,4905.430664,11.587385,-25.884333,-1.294070,-1.828642,3.298972
1781573409.434210,5222.871582,4905.276367,11.408925,-26.071339,-1.767723,-1.699203,3.323010
1781573409.533919,5220.230469,4905.073730,11.243703,-26.221832,-2.260892,-1.579262,3.343311
1781573409.633848,5217.681152,4904.831543,11.094200,-26.337320,-2.738504,-1.512050,3.360404
1781573409.733952,5214.989746,4904.526367,10.941270,-26.432314,-3.235662,-1.494317,3.376409
1781573409.834018,5212.343262,4904.177734,10.791199,-26.501865,-3.716981,-1.509552,3.394125
1781573409.934139,5209.716309,4903.786133,10.640854,-26.546329,-4.200566,-1.527354,3.415285
1781573410.033983,5207.088379,4903.345215,10.489185,-26.564497,-4.702605,-1.526016,3.440213
1781573410.133801,5204.327148,4902.826660,10.337059,-26.550922,-5.266267,-1.347568,3.473130
1781573410.234103,5201.700195,4902.276855,10.228060,-26.498674,-5.840857,-0.715063,3.510299
1781573410.333728,5199.081055,4901.668945,10.228363,-26.402798,-6.453452,0.704218,3.551834
1781573410.433815,5196.395996,4900.975098,10.357917,-26.253365,-7.153110,1.737693,3.598212
1781573410.533942,5193.787598,4900.681641,10.791164,-25.965511,-1.703017,4.445110,3.644721
1781573410.634152,5191.446777,4900.533691,11.317476,-22.599079,-0.967800,7.265853,3.692178
1781573410.733894,5189.224121,4900.366699,11.721823,-22.737312,-2.406753,1.396264,3.744289
1781573410.833813,5187.038086,4900.234375,11.777435,-22.666302,0.160706,0.325687,3.787462
1781573410.934045,5185.767578,4900.778320,11.353956,-9.107186,8.592673,-6.869209,3.824595
1781573411.033833,5184.744141,4901.459961,10.801591,-10.889935,4.840245,-3.802839,3.862411
