entry	name	full_name	namespace	name_source	signature_source	calling_convention	return_type	parameter_count	is_thunk	thunk_target	is_external	body_ranges	comment	repeatable_comment	prototype
59a71a3b	FUN_59a71a3b	FUN_59a71a3b	Global	DEFAULT	ANALYSIS	__stdcall	char *	3	false	\N	false	59a71a3b-59a71a94	\N	\N	char * __stdcall FUN_59a71a3b(char * param_1, int param_2, char * param_3)
59a71a9a	FUN_59a71a9a	FUN_59a71a9a	Global	DEFAULT	ANALYSIS	__stdcall	undefined8	2	false	\N	false	59a71a9a-59a71abe	\N	\N	undefined8 __stdcall FUN_59a71a9a(int param_1, uint param_2)
59a71ac4	FUN_59a71ac4	FUN_59a71ac4	Global	DEFAULT	ANALYSIS	__stdcall	typedef LPWSTR WCHAR *	2	false	\N	false	59a71ac4-59a71aed	\N	\N	LPWSTR __stdcall FUN_59a71ac4(LPCSTR param_1, LPWSTR param_2)
59a71af3	FUN_59a71af3	FUN_59a71af3	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71af3-59a71b22	\N	\N	undefined __stdcall FUN_59a71af3(char * param_1, char * param_2)
59a71b28	FUN_59a71b28	FUN_59a71b28	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	2	false	\N	false	59a71b28-59a71b87	\N	\N	undefined4 __stdcall FUN_59a71b28(char * param_1, char * param_2)
59a71b8d	FUN_59a71b8d	FUN_59a71b8d	Global	DEFAULT	ANALYSIS	__stdcall	int	2	false	\N	false	59a71b8d-59a71bd6	\N	\N	int __stdcall FUN_59a71b8d(int param_1, int param_2)
59a71bdc	FUN_59a71bdc	FUN_59a71bdc	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	false	\N	false	59a71bdc-59a71bf7	\N	\N	undefined __stdcall FUN_59a71bdc(void)
59a71bfd	FUN_59a71bfd	FUN_59a71bfd	Global	DEFAULT	ANALYSIS	__stdcall	bool	2	false	\N	false	59a71bfd-59a71c5a	\N	\N	bool __stdcall FUN_59a71bfd(LPWSTR param_1, LPWSTR param_2)
59a71c60	FUN_59a71c60	FUN_59a71c60	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71c60-59a71c74	\N	\N	undefined __stdcall FUN_59a71c60(int * param_1, undefined4 param_2)
59a71c7a	FUN_59a71c7a	FUN_59a71c7a	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71c7a-59a71c8e	\N	\N	undefined __stdcall FUN_59a71c7a(int * param_1, undefined4 param_2)
59a71c94	FUN_59a71c94	FUN_59a71c94	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71c94-59a71cab	\N	\N	undefined __stdcall FUN_59a71c94(int * param_1, undefined4 param_2)
59a71cb1	FUN_59a71cb1	FUN_59a71cb1	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71cb1-59a71cc5	\N	\N	undefined __stdcall FUN_59a71cb1(int * param_1, undefined4 param_2)
59a71ccb	FUN_59a71ccb	FUN_59a71ccb	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71ccb-59a71cdf	\N	\N	undefined __stdcall FUN_59a71ccb(int * param_1, undefined4 param_2)
59a71ce5	FUN_59a71ce5	FUN_59a71ce5	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71ce5-59a71cf9	\N	\N	undefined __stdcall FUN_59a71ce5(int * param_1, undefined4 param_2)
59a71cff	FUN_59a71cff	FUN_59a71cff	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71cff-59a71d16	\N	\N	undefined __stdcall FUN_59a71cff(int * param_1, undefined4 param_2)
59a71d1c	FUN_59a71d1c	FUN_59a71d1c	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71d1c-59a71d33	\N	\N	undefined __stdcall FUN_59a71d1c(int * param_1, undefined4 param_2)
59a71d39	FUN_59a71d39	FUN_59a71d39	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71d39-59a71d50	\N	\N	undefined __stdcall FUN_59a71d39(int * param_1, undefined4 param_2)
59a71d56	FUN_59a71d56	FUN_59a71d56	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71d56-59a71d6a	\N	\N	undefined __stdcall FUN_59a71d56(int * param_1, undefined4 param_2)
59a71d70	FUN_59a71d70	FUN_59a71d70	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71d70-59a71d84	\N	\N	undefined __stdcall FUN_59a71d70(int * param_1, undefined4 param_2)
59a71d8a	FUN_59a71d8a	FUN_59a71d8a	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71d8a-59a71da1	\N	\N	undefined __stdcall FUN_59a71d8a(int * param_1, undefined4 param_2)
59a71da7	FUN_59a71da7	FUN_59a71da7	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71da7-59a71dbe	\N	\N	undefined __stdcall FUN_59a71da7(int * param_1, undefined4 param_2)
59a71dc4	FUN_59a71dc4	FUN_59a71dc4	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71dc4-59a71ddb	\N	\N	undefined __stdcall FUN_59a71dc4(int * param_1, undefined4 param_2)
59a71de1	FUN_59a71de1	FUN_59a71de1	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71de1-59a71df8	\N	\N	undefined __stdcall FUN_59a71de1(int * param_1, undefined4 param_2)
59a71dfe	FUN_59a71dfe	FUN_59a71dfe	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71dfe-59a71e15	\N	\N	undefined __stdcall FUN_59a71dfe(int * param_1, undefined4 param_2)
59a71e1b	FUN_59a71e1b	FUN_59a71e1b	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71e1b-59a71e32	\N	\N	undefined __stdcall FUN_59a71e1b(int * param_1, undefined4 param_2)
59a71e38	FUN_59a71e38	FUN_59a71e38	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71e38-59a71e4f	\N	\N	undefined __stdcall FUN_59a71e38(int * param_1, undefined4 param_2)
59a71e55	FUN_59a71e55	FUN_59a71e55	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71e55-59a71e6c	\N	\N	undefined __stdcall FUN_59a71e55(int * param_1, undefined4 param_2)
59a71e72	FUN_59a71e72	FUN_59a71e72	Global	DEFAULT	ANALYSIS	__stdcall	undefined	4	false	\N	false	59a71e72-59a71ea0	\N	\N	undefined __stdcall FUN_59a71e72(int * param_1, uint param_2, int param_3, int * param_4)
59a71ea6	FUN_59a71ea6	FUN_59a71ea6	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a71ea6-59a71ebd	\N	\N	undefined __stdcall FUN_59a71ea6(int * param_1, undefined4 param_2)
59a71ec3	FUN_59a71ec3	FUN_59a71ec3	Global	DEFAULT	ANALYSIS	__stdcall	undefined	7	false	\N	false	59a71ec3-59a72093	\N	\N	undefined __stdcall FUN_59a71ec3(int param_1, int * param_2, undefined4 param_3, undefined4 param_4, uint param_5, int param_6, int * param_7)
59a720c5	FUN_59a720c5	FUN_59a720c5	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	6	false	\N	false	59a720c5-59a721d6	\N	\N	undefined4 __stdcall FUN_59a720c5(int param_1, int param_2, int param_3, uint param_4, uint param_5, int * param_6)
59a721dc	CComQIPtr<>	CComQIPtr<>	Global	ANALYSIS	ANALYSIS	__thiscall	void *	2	false	\N	false	59a721dc-59a721ff	Library Function - Multiple Matches With Same Base Name\n public: __thiscall ATL::CComQIPtr<struct IChapteredRowset,&struct __s_GUID const _GUID_0c733a93_2a1c_11ce_ade5_00aa0044773d>::CComQIPtr<struct IChapteredRowset,&struct __s_GUID const _GUID_0c733a93_2a1c_11ce_ade5_00aa0044773d>(struct IUnknown *)\n public: __thiscall ATL::CComQIPtr<struct IHTMLDocument2,&struct __s_GUID const _GUID_332c4425_26cb_11d0_b483_00c04fd90119>::CComQIPtr<struct IHTMLDocument2,&struct __s_GUID const _GUID_332c4425_26cb_11d0_b483_00c04fd90119>(struct IUnknown *)\n public: __thiscall ATL::CComQIPtr<struct IOleCommandTarget,&struct __s_GUID const _GUID_b722bccb_4e68_101b_a2bc_00aa00404770>::CComQIPtr<struct IOleCommandTarget,&struct __s_GUID const _GUID_b722bccb_4e68_101b_a2bc_00aa00404770>(struct IUnknown *)\n public: __thiscall ATL::CComQIPtr<struct IOleInPlaceActiveObject,&struct __s_GUID const _GUID_00000117_0000_0000_c000_000000000046>::CComQIPtr<struct IOleInPlaceActiveObject,&struct __s_GUID const _GUID_00000117_0000_0000_c000_000000000046>(struct IUnknown *)\n  10 names - too many to list\n\nLibraries: Visual Studio 2008 Release, Visual Studio 2010 Release	\N	void * __thiscall CComQIPtr<>(undefined4 * param_1)
59a72205	FUN_59a72205	FUN_59a72205	Global	DEFAULT	ANALYSIS	__stdcall	undefined	8	false	\N	false	59a72205-59a72960	\N	\N	undefined __stdcall FUN_59a72205(int param_1, char * param_2, int * param_3, int param_4, undefined4 param_5, char * param_6, char * param_7, int param_8)
59a72966	FUN_59a72966	FUN_59a72966	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	1	false	\N	false	59a72966-59a72a7a	\N	\N	undefined4 __stdcall FUN_59a72966(SIZE_T param_1)
59a72a80	FUN_59a72a80	FUN_59a72a80	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	1	false	\N	false	59a72a80-59a72bab	\N	\N	undefined4 __stdcall FUN_59a72a80(SIZE_T param_1)
59a72bb1	FUN_59a72bb1	FUN_59a72bb1	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	1	false	\N	false	59a72bb1-59a72d36	\N	\N	undefined4 __stdcall FUN_59a72bb1(int param_1)
59a72d3c	FUN_59a72d3c	FUN_59a72d3c	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	1	false	\N	false	59a72d3c-59a72f60	\N	\N	undefined4 __stdcall FUN_59a72d3c(SIZE_T param_1)
59a72f66	FUN_59a72f66	FUN_59a72f66	Global	DEFAULT	ANALYSIS	__fastcall	undefined	1	false	\N	false	59a72f66-59a72fb9	\N	\N	undefined __fastcall FUN_59a72f66(int * param_1)
59a72fbf	FUN_59a72fbf	FUN_59a72fbf	Global	DEFAULT	ANALYSIS	__stdcall	undefined	3	false	\N	false	59a72fbf-59a73338	\N	\N	undefined __stdcall FUN_59a72fbf(undefined4 * param_1, IUnknown * param_2, int * param_3)
59a7333e	FUN_59a7333e	FUN_59a7333e	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	1	false	\N	false	59a7333e-59a73405	\N	\N	undefined4 __stdcall FUN_59a7333e(IUnknown * param_1)
59a7340b	FUN_59a7340b	FUN_59a7340b	Global	DEFAULT	ANALYSIS	__stdcall	undefined	6	false	\N	false	59a7340b-59a737a6	\N	\N	undefined __stdcall FUN_59a7340b(int param_1, char * param_2, undefined * param_3, undefined4 param_4, int param_5, int param_6)
59a737ac	FUN_59a737ac	FUN_59a737ac	Global	DEFAULT	ANALYSIS	__stdcall	undefined	7	false	\N	false	59a737ac-59a73dc6	\N	\N	undefined __stdcall FUN_59a737ac(undefined4 param_1, IUnknown * param_2, LPWSTR param_3, undefined * param_4, undefined4 param_5, int param_6, int param_7)
59a73dcc	FUN_59a73dcc	FUN_59a73dcc	Global	DEFAULT	ANALYSIS	__stdcall	undefined	7	false	\N	false	59a73dcc-59a73e08	\N	\N	undefined __stdcall FUN_59a73dcc(int param_1, IUnknown * param_2, LPWSTR param_3, undefined * param_4, undefined4 param_5, int param_6, int param_7)
59a73e0e	FUN_59a73e0e	FUN_59a73e0e	Global	DEFAULT	ANALYSIS	__stdcall	undefined	3	false	\N	false	59a73e0e-59a73e66	\N	\N	undefined __stdcall FUN_59a73e0e(int param_1, IUnknown * param_2, LPWSTR param_3)
59a73e6c	FUN_59a73e6c	FUN_59a73e6c	Global	DEFAULT	ANALYSIS	__stdcall	undefined	7	false	\N	false	59a73e6c-59a73e76	\N	\N	undefined __stdcall FUN_59a73e6c(int param_1, IUnknown * param_2, LPWSTR param_3, undefined * param_4, undefined4 param_5, int param_6, int param_7)
59a73e7c	FUN_59a73e7c	FUN_59a73e7c	Global	DEFAULT	ANALYSIS	__stdcall	IUnknown *	4	false	\N	false	59a73e7c-59a74014	\N	\N	IUnknown * __stdcall FUN_59a73e7c(uint param_1, int param_2, IUnknown * param_3, int * param_4)
59a7401a	FUN_59a7401a	FUN_59a7401a	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	5	false	\N	false	59a7401a-59a74192	\N	\N	undefined4 __stdcall FUN_59a7401a(int * param_1, int param_2, uint param_3, int * param_4, int * param_5)
59a74198	FUN_59a74198	FUN_59a74198	Global	DEFAULT	ANALYSIS	__stdcall	undefined	3	false	\N	false	59a74198-59a7447b	\N	\N	undefined __stdcall FUN_59a74198(int param_1, int * param_2, int param_3)
59a74481	FUN_59a74481	FUN_59a74481	Global	DEFAULT	ANALYSIS	__stdcall	undefined	3	false	\N	false	59a74481-59a7475d	\N	\N	undefined __stdcall FUN_59a74481(int param_1, int * param_2, int * param_3)
59a74763	FUN_59a74763	FUN_59a74763	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	2	false	\N	false	59a74763-59a7482f	\N	\N	undefined4 __stdcall FUN_59a74763(int param_1, int * param_2)
59a74835	FUN_59a74835	FUN_59a74835	Global	DEFAULT	ANALYSIS	__stdcall	undefined	4	false	\N	false	59a74835-59a749c8	\N	\N	undefined __stdcall FUN_59a74835(int param_1, LPWSTR param_2, undefined * param_3, undefined4 param_4)
59a749ce	FUN_59a749ce	FUN_59a749ce	Global	DEFAULT	ANALYSIS	__stdcall	int	1	false	\N	false	59a749ce-59a74aab	\N	\N	int __stdcall FUN_59a749ce(int param_1)
59a74ab1	FUN_59a74ab1	FUN_59a74ab1	Global	DEFAULT	ANALYSIS	__stdcall	IUnknown *	4	false	\N	false	59a74ab1-59a74bbf	\N	\N	IUnknown * __stdcall FUN_59a74ab1(IUnknown * param_1, int param_2, int param_3, int param_4)
59a74bc5	FUN_59a74bc5	FUN_59a74bc5	Global	DEFAULT	ANALYSIS	__stdcall	int	2	false	\N	false	59a74bc5-59a74c0d	\N	\N	int __stdcall FUN_59a74bc5(int * param_1, undefined4 param_2)
59a74c13	FUN_59a74c13	FUN_59a74c13	Global	DEFAULT	ANALYSIS	__stdcall	int	2	false	\N	false	59a74c13-59a74cf8	\N	\N	int __stdcall FUN_59a74c13(int * param_1, int * param_2)
59a74cfe	FUN_59a74cfe	FUN_59a74cfe	Global	DEFAULT	ANALYSIS	__stdcall	bool	5	false	\N	false	59a74cfe-59a74d44	\N	\N	bool __stdcall FUN_59a74cfe(int param_1, uint param_2, uint param_3, undefined4 param_4, undefined4 param_5)
59a74d4a	FUN_59a74d4a	FUN_59a74d4a	Global	DEFAULT	ANALYSIS	__stdcall	int	6	false	\N	false	59a74d4a-59a74f0a	\N	\N	int __stdcall FUN_59a74d4a(int param_1, uint param_2, uint param_3, undefined4 param_4, undefined4 param_5, int * param_6)
59a74f70	FUN_59a74f70	FUN_59a74f70	Global	DEFAULT	ANALYSIS	__stdcall	int	6	false	\N	false	59a74f70-59a74ff1	\N	\N	int __stdcall FUN_59a74f70(int param_1, uint param_2, uint param_3, uint param_4, uint param_5, int * param_6)
59a74ff7	FUN_59a74ff7	FUN_59a74ff7	Global	DEFAULT	ANALYSIS	__stdcall	bool	3	false	\N	false	59a74ff7-59a750f5	\N	\N	bool __stdcall FUN_59a74ff7(IUnknown * param_1, IUnknown * param_2, undefined4 * param_3)
59a750fb	FUN_59a750fb	FUN_59a750fb	Global	DEFAULT	ANALYSIS	__stdcall	undefined	4	false	\N	false	59a750fb-59a75303	\N	\N	undefined __stdcall FUN_59a750fb(IUnknown * param_1, LPWSTR param_2, undefined * param_3, undefined4 param_4)
59a75309	FUN_59a75309	FUN_59a75309	Global	DEFAULT	ANALYSIS	__stdcall	bool	4	false	\N	false	59a75309-59a753f6	\N	\N	bool __stdcall FUN_59a75309(int * param_1, uint param_2, uint param_3, undefined4 param_4)
59a753fc	FUN_59a753fc	FUN_59a753fc	Global	DEFAULT	ANALYSIS	__thiscall	void *	2	false	\N	false	59a753fc-59a7541c	\N	\N	void * __thiscall FUN_59a753fc(byte param_1)
59a75422	FUN_59a75422	FUN_59a75422	Global	DEFAULT	ANALYSIS	__stdcall	undefined	1	false	\N	false	59a75422-59a75438	\N	\N	undefined __stdcall FUN_59a75422(void * param_1)
59a7543e	FUN_59a7543e	FUN_59a7543e	Global	DEFAULT	ANALYSIS	__stdcall	undefined	1	false	\N	false	59a7543e-59a75816	\N	\N	undefined __stdcall FUN_59a7543e(int * param_1)
59a7581c	FUN_59a7581c	FUN_59a7581c	Global	DEFAULT	ANALYSIS	__stdcall	undefined	1	false	\N	false	59a7581c-59a75831	\N	\N	undefined __stdcall FUN_59a7581c(undefined4 param_1)
59a75837	FUN_59a75837	FUN_59a75837	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	3	false	\N	false	59a75837-59a7587b	\N	\N	undefined4 __stdcall FUN_59a75837(undefined4 param_1, undefined4 * param_2, undefined4 * param_3)
59a75881	ExtensionApiVersion	ExtensionApiVersion	Global	IMPORTED	ANALYSIS	__stdcall	undefined *	0	false	\N	false	59a75881-59a75886	\N	\N	undefined * __stdcall ExtensionApiVersion(void)
59a7588c	WinDbgExtensionDllInit	WinDbgExtensionDllInit	Global	IMPORTED	ANALYSIS	__stdcall	undefined	3	false	\N	false	59a7588c-59a758b9	\N	\N	undefined __stdcall WinDbgExtensionDllInit(undefined4 * param_1, undefined2 param_2, undefined2 param_3)
59a758bf	vc7fpo	vc7fpo	Global	IMPORTED	ANALYSIS	__stdcall	undefined	0	false	\N	false	59a758bf-59a758e7	\N	\N	undefined __stdcall vc7fpo(void)
59a758ed	sym	sym	Global	IMPORTED	ANALYSIS	__stdcall	undefined	0	false	\N	false	59a758ed-59a75974	\N	\N	undefined __stdcall sym(void)
59a7597a	FUN_59a7597a	FUN_59a7597a	Global	DEFAULT	ANALYSIS	__cdecl	undefined4	2	false	\N	false	59a7597a-59a759b0	\N	\N	undefined4 __cdecl FUN_59a7597a(uint * param_1, uint * param_2)
59a759b6	FUN_59a759b6	FUN_59a759b6	Global	DEFAULT	ANALYSIS	__stdcall	char *	3	false	\N	false	59a759b6-59a75a0f	\N	\N	char * __stdcall FUN_59a759b6(undefined4 param_1, undefined4 param_2, int param_3)
59a75a15	lm	lm	Global	IMPORTED	ANALYSIS	__stdcall	undefined	0	false	\N	false	59a75a15-59a75bb2	\N	\N	undefined __stdcall lm(void)
59a75bb8	FUN_59a75bb8	FUN_59a75bb8	Global	DEFAULT	ANALYSIS	__stdcall	undefined4	2	false	\N	false	59a75bb8-59a75bfe	\N	\N	undefined4 __stdcall FUN_59a75bb8(uint * param_1, int param_2)
59a75c04	FUN_59a75c04	FUN_59a75c04	Global	DEFAULT	ANALYSIS	__stdcall	undefined	3	false	\N	false	59a75c04-59a75fb0	\N	\N	undefined __stdcall FUN_59a75c04(undefined4 param_1, int param_2, undefined4 * param_3)
59a75fb6	FUN_59a75fb6	FUN_59a75fb6	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a75fb6-59a7639c	\N	\N	undefined __stdcall FUN_59a75fb6(undefined4 param_1, int param_2)
59a763a2	FUN_59a763a2	FUN_59a763a2	Global	DEFAULT	ANALYSIS	__stdcall	undefined	2	false	\N	false	59a763a2-59a765dd	\N	\N	undefined __stdcall FUN_59a763a2(undefined4 param_1, int param_2)
