name	start	end	size	read	write	execute	initialized	loaded	overlay	type	source	comment
Headers	00400000	00400fff	4096	true	false	false	true	true	false	Default	\N	\N
.text	00401000	00423fff	143360	true	false	true	true	true	false	Default	\N	\N
.rdata	00424000	00426fff	12288	true	false	false	true	true	false	Default	\N	\N
.data	00427000	0043349b	50332	true	true	false	true	true	false	Default	\N	\N
tdb	ffdff000	ffdfffff	4096	true	true	false	true	true	false	Default	\N	\N
